,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
288,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,51.94,21.47,2.07,5.24,9.72,14.08,11.14,1.5,29.18,25380000000.0,27230000000.0,16.37,1.75,2.20,13.50,2.20,5980000000.0,1.5,1200000000.0,2.79,9.90,0.10,585840000.0,1.39,2540000000.0,1.57,11.60,59.93,1.5,0.64,85.40,7420000.0,4.35,2.15,6990000.0,N/A
289,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,34.12,7.65,0.31,1.25,4.28,6.92,7.91,1.5,169.18,25890000000.0,29450000000.0,7.95,1.95,0.36,3.89,0.36,13150000000.0,1.5,3520000000.0,7.20,48.70,28.10,3780000000.0,8.04,7340000000.0,2.19,43.97,55.11,1.5,0.44,84.20,13450000.0,2.55,2.87,12350000.0,N/A
290,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,114.05,50.54,6.77,2.34,13.40,25.98,2.32,1.5,10.01,22570000000.0,33770000000.000004,15.75,7.68,10.14,19.65,10.14,1880000000.0,1.5,453340000.0,1.32,23.70,5.90,51700000.0,0.15,11250000000.0,0.86,28.49,66.76,1.5,0.48,96.30,14660000.0,6.42,5.04,15700000.0,N/A
291,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,547.18,11.55,1.59,11.26,13.63,25.07,8.60,1.5,32.34,207650000000.0,311800000000.0,12.80,3.66,2.37,6.35,2.37,79060000000.0,1.5,17970000000.0,4.41,2.20,0.60,5850000000.0,1.43,110000000000.0,0.71,4.57,50.94,1.5,0.01,64.50,37260000.0,2.76,0.91,40860000.0,N/A
292,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,81.78,23.83,5.31,5.20,22.70,27.75,8.66,1.5,25.12,10910000000.0,10120000000.0,19.47,2.45,4.92,15.29,4.92,1200000000.0,1.5,467040000.0,5.66,2.10,3.20,2510000000.0,30.95,1720000000.0,6.32,25.97,134.76,1.5,4.35,94.80,2910000.0,5.35,4.31,2840000.0,N/A
293,N/A,N/A,wdc,N/A,N/A,N/A,N/A,N/A,22.93,10.01,0.67,0.88,6.53,10.19,5.37,1.5,54.88,8250000000.0,4430000000.0,6.48,0.90,0.35,1.99,0.35,4219999999.9999995,1.5,828000000.0,3.54,80.70,20.50,6030000000.0,25.89,2200000000.0,3.14,41.24,35.44,1.5,2.40,77.10,27780000.0,4.46,12.06,30190000.0,N/A
294,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,113.06,22.43,2.82,2.15,11.74,21.87,4.16,1.5,22.93,18910000000.0,28880000000.0,19.26,3.03,4.29,13.49,4.29,1980000000.0,1.5,790700000.0,2.67,76.70,58.10,34700000.0,0.11,10000000000.0,0.85,27.94,59.91,1.5,0.14,62.90,8359999.999999999,4.67,2.65,8990000.0,N/A
295,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,32.02,20.67,0.64,3.02,3.26,5.90,9.26,1.5,45.29,9840000000.0,10050000000.0,19.18,3.46,0.64,7.21,0.64,5420000000.0,1.5,509000000.0,1.47,10.10,1.30,848000000.0,2.61,1050000000.0,1.57,10.11,30.30,1.5,0.81,80.80,40020000.0,8.14,12.31,32170000.0,N/A
296,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,87.94,17.99,0.63,2.74,3.59,6.86,4.56,1.5,263.79,12820000000.0,17129999999.999998,9.86,0.84,0.83,8.19,0.83,3690000000.0,1.5,742000000.0,9.38,21.50,4.70,699000000.0,9.20,5010000000.0,0.91,62.61,168.72,1.5,0.75,92.90,2970000.0,3.19,3.86,2990000.0,N/A
297,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,59.84,14.21,0.44,2.62,3.05,5.00,7.48,1.5,150.34,203830000000.0,245520000000.0,15.00,392.25,0.51,7.32,0.51,121150000000.0,1.5,14690000000.0,4.57,7.90,1.40,8700000000.0,2.77,50030000000.0,0.93,25.47,64.94,1.5,51.35,30.60,28570000.0,3.66,1.88,33240000.000000004,N/A
298,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,260.36,11.98,1.73,7.64,15.01,20.27,7.00,1.5,10.76,9420000000.0,11470000000.0,11.02,1.66,2.10,8.32,2.10,2280000000.0,1.5,819600000.0,1.60,8.90,1.80,1180000000.0,2.40,3230000000.0,0.39,2.52,19.18,1.5,0.11,111.30,59020000.0,12.90,13.78,58910000.0,N/A
299,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,646.67,13.46,1.39,9.25,10.51,18.07,6.28,1.5,48.08,7540000000.0,12650000000.0,10.69,0.91,2.27,10.14,2.27,2840000000.0,1.5,586000000.0,5.00,21.30,3.20,318000000.0,2.84,5430000000.0,1.04,7.48,67.35,1.5,1.15,95.10,10970000.0,7.52,9.91,11140000.0,N/A
300,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,19.42,8.60,0.91,0.83,11.27,14.06,1.74,1.5,35.86,9980000000.0,7810000000.0,9.41,1.14,0.74,4.90,0.74,3110000000.0,1.5,1190000000.0,3.97,39.70,70.10,4570000000.0,16.07,2650000000.0,1.43,40.83,34.17,1.5,0.33,96.00,7320000.0,4.26,2.54,7730000.0,N/A
301,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,61.12,21.09,4.95,4.23,24.88,30.26,8.61,1.5,8.61,11050000000.0,9290000000.0,18.56,4.36,4.20,12.57,4.20,1670000000.0,1.5,550870000.0,2.05,7.70,0.70,3340000000.0,13.07,1580000000.0,4.14,10.14,43.24,1.5,0.32,94.40,9220000.0,4.02,3.57,10120000.0,N/A
302,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,24.15,28.55,1.69,2.16,5.92,4.20,1.68,1.5,52.50,367640000000.0,405900000000.0,20.38,1.27,1.85,14.63,1.85,93900000000.0,1.5,13020000000.0,3.11,63.40,28.60,4850000000.0,1.17,43110000000.0,0.91,41.53,88.66,1.5,0.13,50.10,41620000.0,3.85,1.00,44040000.0,N/A
303,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,14.10,29.73,5.20,1.73,11.19,15.88,3.45,1.5,18.78,14390000000.0,15180000000.0,19.79,1.95,5.44,26.13,5.44,1520000000.0,1.5,312200000.0,2.06,95.30,17.70,323100000.0,1.38,1180000000.0,2.11,35.79,61.16,1.5,0.35,92.60,7910000.0,4.52,3.38,8970000.0,N/A
304,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,77.67,36.27,0.52,1.03,1.59,4.17,1.81,1.5,17.17,9150000000.0,15350000000.0,7.92,2.80,0.86,8.90,0.86,5260000000.0,1.5,371000000.0,0.25,84.90,4.20,1190000000.0,1.17,7390000000.0,1.11,9.01,9.03,1.5,6.66,84.50,29340000.0,4.84,2.93,25930000.0,N/A
305,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,86.75,22.81,2.11,3.58,9.34,12.78,5.90,1.5,20.35,7720000000.0,8400000000.0,19.01,1.90,2.29,14.05,2.29,1400000000.0,1.5,342000000.0,1.89,3.10,1.20,1190000000.0,6.67,1870000000.0,1.80,12.07,43.15,1.5,0.40,92.80,2110000.0,1.56,1.19,1960000.0,N/A
306,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,226.27,26.49,2.54,212.98,10.09,16.96,16.81,1.5,30.43,32720000000.0,36610000000.0,19.49,1.78,2.80,12.34,2.80,3750000000.0,1.5,1320000000.0,3.03,8.00,0.10,934000000.0,2.29,4830000000.0,0.42,0.38,80.30,1.5,0.27,79.50,7200000.0,2.58,1.87,7640000.0,N/A
